id,exercise,body part,muscle,overallMin,overallMax,sets,reps,barbell,dumbbell,pullup bar,resistance band,bench,medicine ball,bodyweight,video link
2,lunge,legs,quadricep,50,60,4,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
2,lunge,legs,quadricep,60,70,4,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
2,lunge,legs,quadricep,70,80,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
2,lunge,legs,quadricep,80,99999,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,-99999,10,3,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,10,20,3,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,20,30,4,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,30,40,4,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,40,50,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,50,60,4,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,60,70,4,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,70,80,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
3,reverseLunge,legs,quadricep,80,99999,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,-99999,10,3,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,10,20,3,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,20,30,4,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,30,40,4,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,40,50,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,50,60,4,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,60,70,4,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,70,80,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
4,jumpSquat,legs,quadricep,80,99999,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,-99999,10,3,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,10,20,3,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,20,30,4,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,30,40,4,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,40,50,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,50,60,4,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,60,70,4,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,70,80,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
5,lateralLunge,legs,quadricep,80,99999,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
6,calfRaise,legs,calf,-99999,10,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
6,calfRaise,legs,calf,10,25,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
6,calfRaise,legs,calf,25,40,6,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
6,calfRaise,legs,calf,40,55,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
6,calfRaise,legs,calf,55,70,6,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
6,calfRaise,legs,calf,70,99999,6,15,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
7,singleCalfRaise,legs,calf,-99999,10,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
7,singleCalfRaise,legs,calf,10,25,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
7,singleCalfRaise,legs,calf,25,40,6,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
7,singleCalfRaise,legs,calf,40,55,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
7,singleCalfRaise,legs,calf,55,70,6,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
7,singleCalfRaise,legs,calf,70,99999,3,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,-99999,10,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,10,20,3,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,20,30,4,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,30,40,4,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,40,50,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,50,60,4,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,60,70,4,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,70,80,5,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
8,jumpingJack,legs,calf,80,99999,5,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,-99999,10,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,10,20,3,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,20,30,4,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,30,40,4,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,40,50,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,50,60,4,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,60,70,4,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,70,80,5,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
9,sealJump,legs,calf,80,99999,5,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
10,inwardCalfRaise,legs,calf,-99999,10,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
10,inwardCalfRaise,legs,calf,10,25,5,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
10,inwardCalfRaise,legs,calf,25,40,6,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
10,inwardCalfRaise,legs,calf,40,55,5,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
10,inwardCalfRaise,legs,calf,55,70,6,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
10,inwardCalfRaise,legs,calf,70,99999,6,15,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
11,gluteBridge,legs,hamstring,-99999,10,3,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
11,gluteBridge,legs,hamstring,10,25,3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
11,gluteBridge,legs,hamstring,25,40,3,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
11,gluteBridge,legs,hamstring,40,55,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
11,gluteBridge,legs,hamstring,55,70,4,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
11,gluteBridge,legs,hamstring,70,99999,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
12,inchworm,legs,hamstring,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
12,inchworm,legs,hamstring,10,30,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
12,inchworm,legs,hamstring,30,50,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
12,inchworm,legs,hamstring,50,70,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
12,inchworm,legs,hamstring,70,99999,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,back,back,-99999,10,3,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,back,back,10,25,3,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,back,back,25,40,3,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,back,back,40,55,4,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,back,back,55,70,4,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,back,back,70,99999,5,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,legs,hamstring,-99999,10,3,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,legs,hamstring,10,25,3,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,legs,hamstring,25,40,3,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,legs,hamstring,40,55,4,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,legs,hamstring,55,70,4,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
13,goodMorning,legs,hamstring,70,99999,5,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
15,quadLegCurl,legs,hamstring,-99999,10,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
15,quadLegCurl,legs,hamstring,10,25,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
15,quadLegCurl,legs,hamstring,25,40,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
15,quadLegCurl,legs,hamstring,40,55,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
15,quadLegCurl,legs,hamstring,55,70,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
15,quadLegCurl,legs,hamstring,70,99999,5,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,10,20,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,20,30,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,30,40,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,40,50,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,50,60,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,60,70,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,70,80,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,bicep,80,99999,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,10,20,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,20,30,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,30,40,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,40,50,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,50,60,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,60,70,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,70,80,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,arms,tricep,80,99999,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,10,20,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,20,30,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,30,40,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,40,50,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,50,60,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,60,70,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,70,80,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
16,pushup,back,back,80,99999,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,10,20,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,20,30,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,30,40,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,40,50,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,50,60,4,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,60,70,4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,70,80,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,bicep,80,99999,5,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,10,20,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,20,30,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,30,40,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,40,50,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,50,60,4,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,60,70,4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,70,80,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
17,benchDip,arms,tricep,80,99999,5,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,10,20,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,20,30,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,30,40,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,40,50,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,50,60,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,60,70,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,70,80,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,bicep,80,99999,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,tricep,-99999,10,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,tricep,10,20,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,tricep,20,30,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,tricep,30,40,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
18,pressup,arms,tricep,40,50,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/embed/1b98WrRrmUs
